Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender,Subscription Type,Contract Length
39.392273,31.036663,15.794493,3.614026,13.016327,631.2575,14.42207,0.5684022,Male,Standard,Quarterly
39.391663,31.039967,15.796433,3.6136534,13.011038,631.25854,14.425621,0.568023,Male,Standard,Quarterly
39.392967,31.032911,15.792289,3.614449,13.022334,631.2565,14.4180355,0.56883264,Male,Standard,Quarterly
39.391937,31.038492,15.795567,3.6138198,13.0134,631.2581,14.424034,0.5681925,Male,Standard,Quarterly
39.391647,31.040047,15.79648,3.6136448,13.010909,631.25854,14.425709,0.5680138,Male,Standard,Quarterly
39.39231,31.036463,15.794375,3.6140487,13.01665,631.25745,14.421852,0.56842536,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391727,31.03963,15.796235,3.6136918,13.011578,631.2584,14.42526,0.5680617,Male,Standard,Quarterly
39.392567,31.03507,15.793556,3.614206,13.01888,631.257,14.420354,0.5685853,Male,Standard,Quarterly
39.392628,31.034729,15.793357,3.614244,13.019422,631.25696,14.4199915,0.568624,Male,Standard,Quarterly
39.392666,31.03455,15.793252,3.614264,13.01971,631.2569,14.419797,0.56864464,Male,Standard,Quarterly
39.391464,31.041027,15.797056,3.6135342,13.009341,631.25885,14.426762,0.56790143,Male,Standard,Quarterly
39.392384,31.036041,15.7941265,3.6140962,13.0173235,631.2574,14.421401,0.5684736,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39206,31.03782,15.795172,3.6138954,13.014474,631.2579,14.423313,0.56826943,Male,Standard,Quarterly
39.39268,31.034449,15.793191,3.6142757,13.019875,631.2569,14.419687,0.5686565,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392933,31.033087,15.792391,3.6144292,13.022055,631.2565,14.418222,0.5688127,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39149,31.040888,15.796973,3.6135502,13.009563,631.2588,14.426613,0.56791735,Male,Standard,Quarterly
39.392307,31.036488,15.794387,3.6140456,13.016611,631.2575,14.421879,0.56842256,Male,Standard,Quarterly
39.391605,31.040281,15.7966175,3.6136184,13.010534,631.25867,14.425959,0.5679869,Male,Standard,Quarterly
39.392014,31.039576,15.795963,3.6137202,13.011199,631.2704,14.425781,0.56809384,Male,Standard,Quarterly
39.392128,31.037468,15.794965,3.6139355,13.01504,631.2578,14.422934,0.5683099,Male,Standard,Quarterly
39.391907,31.038637,15.795652,3.6138034,13.013164,631.2582,14.424194,0.56817544,Male,Standard,Quarterly
39.392345,31.036263,15.794256,3.6140714,13.016971,631.2574,14.421638,0.5684483,Male,Standard,Quarterly
39.392567,31.035067,15.793552,3.6142063,13.0188875,631.257,14.420351,0.56858575,Male,Standard,Quarterly
39.393,31.03272,15.792176,3.6144707,13.02264,631.25635,14.417828,0.5688547,Male,Standard,Quarterly
39.392315,31.036442,15.794361,3.6140509,13.016683,631.25745,14.421831,0.5684276,Male,Standard,Quarterly
39.392776,31.033945,15.792895,3.6143324,13.020679,631.2567,14.419146,0.56871426,Male,Standard,Quarterly
39.39298,31.032845,15.792249,3.6144564,13.022443,631.2564,14.417963,0.56884044,Male,Standard,Quarterly
39.392624,31.034771,15.793382,3.6142392,13.019356,631.25696,14.420035,0.5686193,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392754,31.034046,15.792956,3.6143208,13.020514,631.2568,14.419258,0.5687023,Male,Standard,Quarterly
39.391884,31.038767,15.795729,3.6137888,13.012956,631.2582,14.424333,0.5681606,Male,Standard,Quarterly
39.39197,31.038288,15.795448,3.6138427,13.013723,631.258,14.42382,0.5682155,Male,Standard,Quarterly
39.3928,31.033808,15.792814,3.614348,13.0209,631.25665,14.418998,0.5687299,Male,Standard,Quarterly
39.39273,31.034195,15.793042,3.6143043,13.020281,631.25684,14.4194145,0.5686856,Male,Standard,Quarterly
39.390396,31.037704,15.795303,3.6150937,13.018105,631.2729,14.42475,0.5681096,Male,Standard,Quarterly
39.392056,31.03783,15.79518,3.6138942,13.014455,631.2579,14.423327,0.56826794,Male,Standard,Quarterly
39.392532,31.035246,15.793659,3.6141858,13.018596,631.25714,14.420547,0.56856483,Male,Standard,Quarterly
39.392887,31.033344,15.792543,3.6143997,13.021639,631.25653,14.418501,0.568783,Male,Standard,Quarterly
39.39156,31.04051,15.796754,3.6135921,13.010163,631.25867,14.426209,0.56796026,Male,Standard,Quarterly
39.392277,31.036629,15.794472,3.61403,13.016382,631.2575,14.422032,0.5684062,Male,Standard,Quarterly
39.39231,31.036446,15.794365,3.6140501,13.016672,631.25745,14.421838,0.5684269,Male,Standard,Quarterly
39.39273,31.034178,15.793031,3.6143064,13.02031,631.25684,14.4193945,0.56868774,Male,Standard,Quarterly
39.39193,31.038525,15.795587,3.6138158,13.013344,631.2581,14.424073,0.56818837,Male,Standard,Quarterly
39.39263,31.03472,15.79335,3.614245,13.01944,631.25696,14.419979,0.5686253,Male,Standard,Quarterly
39.392063,31.0378,15.79516,3.6138983,13.01451,631.2579,14.423289,0.5682719,Male,Standard,Quarterly
39.393093,31.032215,15.791881,3.6145272,13.023448,631.25616,14.417286,0.56891257,Male,Standard,Quarterly
39.396126,31.031364,15.79101,3.615777,13.024363,631.2015,14.417917,0.5688551,Male,Standard,Quarterly
39.392353,31.036228,15.794239,3.614075,13.017022,631.2574,14.421604,0.568452,Male,Standard,Quarterly
39.392845,31.033558,15.792669,3.6143758,13.021297,631.2566,14.418732,0.56875837,Male,Standard,Quarterly
39.39227,31.03668,15.794503,3.614024,13.0163,631.2575,14.422087,0.5684003,Male,Standard,Quarterly
39.391483,31.04093,15.796999,3.613545,13.009497,631.25885,14.426658,0.5679126,Male,Standard,Quarterly
39.39297,31.032883,15.792272,3.6144521,13.022381,631.2564,14.418003,0.5688361,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392223,31.036917,15.7946415,3.6139975,13.015922,631.2576,14.422341,0.56837314,Male,Standard,Quarterly
39.39207,31.03776,15.7951355,3.6139026,13.014572,631.2579,14.423248,0.5682764,Male,Standard,Quarterly
39.392338,31.036295,15.794276,3.6140678,13.016916,631.2574,14.421675,0.56844443,Male,Standard,Quarterly
39.392303,31.036505,15.794399,3.614044,13.016583,631.2575,14.421899,0.56842047,Male,Standard,Quarterly
39.392914,31.033192,15.792453,3.614417,13.021886,631.2565,14.418336,0.5688006,Male,Standard,Quarterly
39.39278,31.03391,15.792875,3.6143365,13.020737,631.2567,14.419107,0.5687183,Male,Standard,Quarterly
39.392075,31.037722,15.795116,3.6139061,13.014629,631.2579,14.423209,0.5682805,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392563,31.035084,15.793565,3.614204,13.018856,631.257,14.420372,0.5685835,Male,Standard,Quarterly
39.392677,31.034458,15.793197,3.6142743,13.019858,631.2569,14.419697,0.5686554,Male,Standard,Quarterly
39.392345,31.036266,15.794258,3.614071,13.016968,631.2574,14.421639,0.56844807,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39179,31.039293,15.796038,3.6137295,13.012116,631.2583,14.424898,0.56810033,Male,Standard,Quarterly
39.39297,31.032875,15.792268,3.6144528,13.022393,631.2564,14.417995,0.56883687,Male,Standard,Quarterly
39.39215,31.037329,15.794884,3.6139512,13.015264,631.25775,14.422784,0.56832594,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39279,31.03387,15.792852,3.6143408,13.020799,631.25665,14.419065,0.5687227,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392014,31.03806,15.795312,3.6138687,13.014092,631.25793,14.423571,0.56824195,Male,Standard,Quarterly
39.392242,31.036825,15.79459,3.6140075,13.016066,631.25757,14.422245,0.56838346,Male,Standard,Quarterly
39.392365,31.036163,15.794199,3.6140823,13.01713,631.2574,14.421532,0.5684597,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.3922,31.037058,15.794724,3.6139817,13.0156975,631.2577,14.422493,0.56835705,Male,Standard,Quarterly
39.39283,31.03365,15.792723,3.614366,13.021154,631.25665,14.418829,0.5687481,Male,Standard,Quarterly
39.39285,31.033537,15.792657,3.6143785,13.021333,631.2566,14.418708,0.568761,Male,Standard,Quarterly
39.39276,31.034016,15.792937,3.614325,13.020568,631.2568,14.419221,0.56870615,Male,Standard,Quarterly
39.39283,31.033646,15.792721,3.614366,13.021158,631.25665,14.418824,0.5687485,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392803,31.033775,15.792795,3.6143517,13.020952,631.25665,14.418963,0.5687337,Male,Standard,Quarterly
39.392754,31.03405,15.792957,3.6143203,13.020509,631.2568,14.419261,0.5687019,Male,Standard,Quarterly
39.392395,31.036003,15.794104,3.6141005,13.0173855,631.2574,14.421359,0.568478,Male,Standard,Quarterly
39.392994,31.032757,15.792197,3.6144662,13.022583,631.2564,14.417868,0.5688505,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392708,31.03432,15.793117,3.61429,13.020077,631.25684,14.419552,0.5686709,Male,Standard,Quarterly
39.392006,31.03812,15.795348,3.613862,13.013995,631.258,14.4236355,0.5682351,Male,Standard,Quarterly
39.392517,31.03532,15.793703,3.6141775,13.018478,631.25714,14.420625,0.56855637,Male,Standard,Quarterly
39.392036,31.037933,15.795239,3.6138825,13.01429,631.2579,14.423437,0.5682562,Male,Standard,Quarterly
39.392044,31.037916,15.795229,3.6138844,13.014321,631.2579,14.423416,0.56825846,Male,Standard,Quarterly
39.392708,31.034315,15.793112,3.6142907,13.02009,631.25684,14.419542,0.56867194,Male,Standard,Quarterly
39.392426,31.035845,15.794012,3.614118,13.017635,631.2573,14.421192,0.5684959,Male,Standard,Quarterly
39.392498,31.03545,15.79378,3.6141622,13.018266,631.25714,14.420767,0.56854117,Male,Standard,Quarterly
39.39279,31.033844,15.792837,3.6143434,13.020839,631.25665,14.419039,0.56872565,Male,Standard,Quarterly
39.391884,31.038755,15.795722,3.6137903,13.012975,631.2582,14.42432,0.5681619,Male,Standard,Quarterly
39.391315,31.041822,15.797524,3.6134443,13.008063,631.2591,14.427619,0.5678097,Male,Standard,Quarterly
39.392467,31.035599,15.793867,3.6141458,13.018031,631.2572,14.420925,0.5685243,Male,Standard,Quarterly
39.392876,31.033396,15.792572,3.6143947,13.021562,631.25653,14.418553,0.5687773,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39363,31.03745,15.793659,3.6140575,13.012561,631.3226,14.42604,0.5684528,Male,Standard,Quarterly
39.392254,31.036758,15.79455,3.6140153,13.016174,631.25757,14.422173,0.56839126,Male,Standard,Quarterly
39.392227,31.036913,15.79464,3.613998,13.015926,631.2576,14.4223385,0.5683735,Male,Standard,Quarterly
39.392185,31.03713,15.794767,3.6139731,13.015578,631.2577,14.422572,0.5683485,Male,Standard,Quarterly
39.39249,31.035486,15.793799,3.614159,13.018217,631.2572,14.420801,0.5685376,Male,Standard,Quarterly
39.39212,31.037483,15.794973,3.6139336,13.015016,631.2578,14.42295,0.5683082,Male,Standard,Quarterly
39.391922,31.038572,15.795614,3.6138108,13.013269,631.2581,14.424125,0.56818295,Male,Standard,Quarterly
39.39206,31.037825,15.795174,3.6138952,13.014469,631.2579,14.423317,0.568269,Male,Standard,Quarterly
39.39267,31.034508,15.793225,3.6142693,13.01978,631.2569,14.419749,0.5686497,Male,Standard,Quarterly
39.392467,31.03563,15.793888,3.6141422,13.017979,631.25726,14.420959,0.56852067,Male,Standard,Quarterly
39.392178,31.037176,15.794793,3.613968,13.015506,631.2577,14.422623,0.5683433,Male,Standard,Quarterly
39.392666,31.034536,15.793243,3.614266,13.019735,631.2569,14.419781,0.5686465,Male,Standard,Quarterly
39.39232,31.036417,15.794348,3.614054,13.016723,631.25745,14.421803,0.5684306,Male,Standard,Quarterly
39.39232,31.03641,15.794344,3.6140547,13.016733,631.25745,14.421796,0.5684314,Male,Standard,Quarterly
39.391506,31.04083,15.79694,3.6135564,13.009651,631.2587,14.426552,0.5679237,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392513,31.035355,15.793725,3.614173,13.018417,631.25714,14.420665,0.568552,Male,Standard,Quarterly
39.392708,31.034311,15.793112,3.6142912,13.020093,631.25684,14.419541,0.56867206,Male,Standard,Quarterly
39.39285,31.03353,15.79265,3.6143794,13.021346,631.2566,14.418698,0.56876194,Male,Standard,Quarterly
39.39302,31.032623,15.792118,3.6144814,13.022799,631.2563,14.417724,0.568866,Male,Standard,Quarterly
39.39103,31.043386,15.798443,3.6132681,13.005559,631.2596,14.429303,0.5676301,Male,Standard,Quarterly
39.392277,31.036633,15.794476,3.614029,13.016376,631.2575,14.422038,0.5684056,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392933,31.033077,15.792384,3.6144302,13.022071,631.2565,14.418212,0.56881386,Male,Standard,Quarterly
39.393066,31.032356,15.791964,3.6145113,13.023222,631.2562,14.417439,0.5688963,Male,Standard,Quarterly
39.3926,31.034891,15.793452,3.6142256,13.019164,631.257,14.420164,0.5686056,Male,Standard,Quarterly
39.39306,31.032404,15.79199,3.6145062,13.0231495,631.2562,14.417487,0.5688911,Male,Standard,Quarterly
39.39289,31.033304,15.792519,3.6144044,13.021706,631.25653,14.418457,0.5687877,Male,Standard,Quarterly
39.392548,31.035183,15.793623,3.614193,13.018697,631.2571,14.420477,0.5685721,Male,Standard,Quarterly
39.392452,31.035704,15.793927,3.6141343,13.017866,631.25726,14.421036,0.5685125,Male,Standard,Quarterly
39.39164,31.040085,15.796501,3.6136403,13.01085,631.25854,14.425749,0.56800944,Male,Standard,Quarterly
39.392815,31.033737,15.792773,3.6143556,13.021011,631.25665,14.418924,0.568738,Male,Standard,Quarterly
39.391693,31.03979,15.79633,3.6136734,13.011317,631.2585,14.425434,0.56804305,Male,Standard,Quarterly
39.392803,31.0338,15.79281,3.6143484,13.02091,631.25665,14.418991,0.56873065,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39227,31.03667,15.794497,3.614025,13.016316,631.2575,14.422077,0.5684014,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.392372,31.036133,15.79418,3.614086,13.017178,631.2574,14.421497,0.56846327,Male,Standard,Quarterly
39.392235,31.03686,15.794608,3.6140037,13.016012,631.25757,14.422281,0.56837964,Male,Standard,Quarterly
39.392616,31.034803,15.793399,3.6142359,13.019307,631.25696,14.420067,0.56861585,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.391647,31.04005,15.796482,3.6136441,13.010901,631.25854,14.425713,0.56801325,Male,Standard,Quarterly
39.392227,31.03691,15.794638,3.6139984,13.015934,631.2576,14.422334,0.568374,Male,Standard,Quarterly
39.39246,31.03564,15.793891,3.6141415,13.017965,631.25726,14.420968,0.5685197,Male,Standard,Quarterly
39.392433,31.035791,15.793982,3.6141243,13.017722,631.2573,14.421133,0.56850225,Male,Standard,Quarterly
39.3924,31.035975,15.794088,3.6141038,13.01743,631.2574,14.421329,0.56848127,Male,Standard,Quarterly
39.391853,31.03891,15.795815,3.6137724,13.012725,631.25824,14.424489,0.56814396,Male,Standard,Quarterly
39.392376,31.0361,15.794163,3.6140893,13.017223,631.2574,14.421468,0.56846654,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.393097,31.0322,15.791872,3.6145287,13.023471,631.25616,14.417272,0.5689142,Male,Standard,Quarterly
39.39263,31.034721,15.793352,3.6142447,13.019437,631.25696,14.419981,0.5686251,Male,Standard,Quarterly
39.39226,31.036726,15.794529,3.6140192,13.016228,631.25757,14.422136,0.568395,Male,Standard,Quarterly
